GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
llm-service,ar.edu.utn.frc.tup.piv.llm.domain,CalibrationMetrics,17,183,7,19,0,29,7,9,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationIncident,22,239,7,25,2,38,8,28,1,19
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,DetectionResult,2,159,5,11,0,23,5,15,0,12
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationAppealStatus,0,21,0,0,0,4,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ContextualClassificationResult,11,57,2,2,1,8,3,3,1,3
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationResolution,1,235,1,35,0,34,1,32,0,15
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationAppeal,0,290,0,36,0,41,0,35,0,17
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,MessageContent,9,77,1,9,2,18,1,11,0,7
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationResolutionType,0,15,0,0,0,3,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationDecision,15,277,11,21,2,39,12,23,1,18
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationResolutionDomainEvent,27,115,0,0,1,29,1,14,1,14
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationRetentionPolicy,0,65,0,12,0,14,0,8,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.domain,ModerationDecisionEnum,0,27,0,0,0,5,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.api.agent.dto,AgentMentionResponse,15,0,0,0,1,0,1,0,1,0
llm-service,ar.edu.utn.frc.tup.piv.llm.api.agent.dto,AgentMentionRequest,0,21,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowRun.State,0,27,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowRun.Source,0,15,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowMetrics.Recommendation,0,21,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowMetrics.Criteria,0,15,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowRun,0,51,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowMetrics.Summary,0,36,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowMetrics.CaseOutcome,0,25,0,2,0,2,0,3,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowMetrics,0,299,1,23,0,33,1,23,0,12
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.domain,ShadowMetrics.CaseDelta,0,15,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.api.agent.validation,MentionSenderValidator,15,61,2,10,4,15,3,12,2,7
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.application.dto,ModerationResolutionResult,0,21,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.application.dto,ResolveIncidentCommand,0,15,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.application.dto,ModerationIncidentSummary,17,65,3,5,3,8,4,3,1,2
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.application.dto,CreateModerationAppealCommand,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.application.dto,ModerationDecisionCommand,0,30,0,0,0,3,0,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.application.dto,ModerationIncidentDetail,0,39,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.application.dto,PagedResult,2,41,2,2,0,4,2,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.gateway,ProviderLlmGateway,12,622,10,51,2,41,9,38,0,14
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.gateway,ProviderLlmGateway.Reply,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.gateway,ProviderLlmGateway.Provider,0,21,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.gateway,EncryptedSecretService.EncryptedSecret,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.gateway,EncryptedSecretService,7,93,0,4,1,15,0,6,0,4
llm-service,ar.edu.utn.frc.tup.piv.llm.api.agent,MentionCitationDto,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.api.agent,AgentMentionRequest,0,51,0,4,0,8,0,5,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.api.agent,AgentMentionResponse,2,14,1,1,1,3,1,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.api.agent,AgentMentionController,22,294,6,24,4,69,7,19,1,10
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.infrastructure.client,ContextualModerationClientAdapter.ModerationApiRequest,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.infrastructure.client,ContextualModerationClientAdapter.ModerationResultItem,12,0,0,0,1,0,1,0,1,0
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.infrastructure.client,ContextualModerationClientAdapter.ModerationApiResponse,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.infrastructure.client,ContextualModerationClientAdapter,108,130,22,10,21,30,17,4,2,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application,AttemptEvaluationService.ClosedAttempt,0,15,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,EmbeddingInvocationService,0,142,2,10,0,25,2,15,0,11
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationActivationService,0,50,0,0,0,12,0,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RagQueryGuardrail,3,482,5,25,0,44,5,17,0,7
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationMigrationConfirmation,0,63,4,6,0,1,4,4,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RagChatService,19,696,4,38,5,119,3,32,0,14
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CourseGoldenSetService.GoldenSetSizeException,0,4,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RagChatService.Response,0,27,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,ConversationService,13,140,1,5,4,25,1,9,0,7
llm-service,ar.edu.utn.frc.tup.piv.llm.application,AttemptEvaluationService.EvaluatorInfo,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,SyntheticGoldenSetProposalService,0,196,0,6,0,32,0,6,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application,MockAttemptStartedAdapter,7,6,0,0,0,1,1,1,1,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationWorkflowService.QueuedEvaluation,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,EligibleInteractionsService,0,215,0,6,0,37,0,8,0,5
llm-service,ar.edu.utn.frc.tup.piv.llm.application,GoldenSetImportService,37,264,13,29,1,5,14,15,2,6
llm-service,ar.edu.utn.frc.tup.piv.llm.application,TutorInteractionService.Request,2,55,1,1,0,5,1,3,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application,ModelAssignmentService,0,34,0,0,0,7,0,4,0,4
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RagChatService.SourceCitation,0,21,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,EvaluationAvailabilityService,0,21,0,2,0,1,0,3,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationEvaluationRunner,7,282,0,6,2,55,0,11,0,8
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricDraftService.OptimisticLockException,0,4,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RecalibrationScheduler,9,6,0,0,0,1,2,1,2,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationRunWorker,0,22,0,0,0,6,0,3,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RealCalibrationExecutor.Diagnostic,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationMigrationConfirmation.Preview,0,15,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricPublicationService,21,130,15,19,3,23,16,6,1,4
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CourseEvaluationStatusService,0,21,0,0,0,6,0,4,0,4
llm-service,ar.edu.utn.frc.tup.piv.llm.application,AttemptEvaluationService.Deferral,0,7,0,0,0,3,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricDraftService.Anchor,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,TutorInteractionService.Response,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RagIngestionService,140,439,6,16,16,86,4,25,0,18
llm-service,ar.edu.utn.frc.tup.piv.llm.application,SyntheticGoldenSetProposalService.SyntheticProposalResult,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CourseGoldenSetService,36,273,9,23,4,48,11,23,2,16
llm-service,ar.edu.utn.frc.tup.piv.llm.application,AttemptEvaluationService.ScoreDeferred,0,18,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RealCalibrationExecutor,30,266,9,15,0,23,9,8,0,5
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricDraftService.Anchors,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,AttemptEvaluationService.ScoreCalculated,0,24,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationRunService,5,95,1,3,0,21,2,7,1,6
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationActivationPreviewService,0,12,0,0,0,4,0,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.application,ModelInvocationService,11,193,2,8,2,34,3,14,1,11
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricTemplateService,25,120,7,9,0,23,9,10,2,9
llm-service,ar.edu.utn.frc.tup.piv.llm.application,TutorInteractionService,46,392,5,15,8,72,7,17,3,11
llm-service,ar.edu.utn.frc.tup.piv.llm.application,PendingEvaluationWorker,0,12,0,2,0,1,0,3,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricDraftService.RubricInput,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RecalibrationTriggerService,22,6,0,0,2,1,2,1,2,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,SyntheticGoldenSetProposalService.SyntheticCaseProposal,0,18,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,ModelDeploymentService,0,10,0,0,0,4,0,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RagQueryGuardrail.ValidationResult,0,26,0,0,0,3,0,3,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricDraftService.RubricVersion,0,27,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RagQueryGuardrail.new LinkedHashMap() {...},2,15,1,1,0,2,1,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.application,EvaluatorPrompt,0,136,0,12,0,21,0,9,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application,GoldenSetUpdateProposalService,0,16,0,0,0,3,0,3,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application,CalibrationWorkflowService,42,52,8,4,4,5,9,5,4,4
llm-service,ar.edu.utn.frc.tup.piv.llm.application,MockChallengeEnablementAdapter,12,6,2,0,0,1,2,1,1,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricDraftService,20,116,8,10,1,18,10,9,2,8
llm-service,ar.edu.utn.frc.tup.piv.llm.application,EligibleInteractionsService.EligibleInteractionSummary,0,15,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,EvaluatorPrompt.Rendered,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,AttemptEvaluationService,8,243,0,4,2,37,0,8,0,6
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RagChatService.Request,0,18,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application,RubricDraftService.DimensionInput,0,18,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayUsageLog.Summary,0,24,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayProperties.Pricing,0,22,0,0,0,4,0,3,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayUsageLog.CallRecord,0,33,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayProperties.Resilience,0,46,0,0,0,11,0,6,0,6
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayExecutor,23,323,2,30,8,63,2,21,0,7
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayUsageLog,26,258,5,9,0,33,5,13,0,11
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,ProviderBreakers,0,62,0,0,0,13,0,5,0,5
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayBudget.Snapshot,0,18,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayPolicy,11,36,0,2,1,3,1,4,1,3
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayBudget.Limit,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayUsageLog.Outcome,0,39,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayExecutor.Timeout,0,7,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayExecutor.Spec,0,39,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayExecutor.Transient,0,4,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayProperties,0,40,0,0,0,7,0,4,0,4
llm-service,ar.edu.utn.frc.tup.piv.llm.application.gateway,GatewayBudget,23,300,3,9,3,39,5,11,2,8
llm-service,ar.edu.utn.frc.tup.piv.llm.messaging.kafka,EventOutboxRelay,24,182,1,7,3,38,1,9,0,6
llm-service,ar.edu.utn.frc.tup.piv.llm.messaging.kafka,EventOutboxRepository,19,139,0,0,4,25,1,6,1,6
llm-service,ar.edu.utn.frc.tup.piv.llm.messaging.kafka,KafkaEventProducer,0,41,0,0,0,11,0,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.messaging.kafka,EventEnvelope,0,21,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.messaging.kafka,EventOutboxRepository.OutboxRow,0,36,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.infrastructure,GoldenSetShadowSource,0,35,0,0,0,7,0,4,0,4
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.infrastructure,TutorConversationShadowSource,4,106,1,7,1,23,1,7,0,4
llm-service,ar.edu.utn.frc.tup.piv.llm.shadow.infrastructure,JdbcShadowRunStore,14,421,0,4,4,48,0,21,0,19
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.agent,MentionLoopCircuitBreaker,21,314,14,26,6,57,15,17,1,11
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.agent,AgentSelfMentionSanitizer.SanitizationResult,0,15,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.agent,AgentSelfMentionSanitizer,0,96,1,11,0,23,1,11,0,6
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.agent,MentionLoopCircuitBreaker.ThreadWindowState,0,11,0,0,0,3,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.agent,MentionLoopCircuitBreaker.EvaluationResult,0,18,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,CreateModerationAppealRequest,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,ModerationIncidentResponse,0,30,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,ModerationIncidentDetailResponse,0,33,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,ModerationIncidentPageResponse,0,18,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,ModerationAppealResponse,0,24,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,ModerationResolutionResponse,0,21,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,ResolveModerationIncidentRequest,0,25,0,4,0,4,0,4,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,ModerationDecisionResponse,10,24,0,0,2,1,1,1,1,1
llm-service,ar.edu.utn.frc.tup.piv.llm.moderation.api.dto,ModerationDecisionRequest,0,21,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.messaging.kafka.consumer,PracticeAttemptClosedListener,9,165,2,12,3,40,2,10,0,5
llm-service,ar.edu.utn.frc.tup.piv.llm.messaging.kafka.consumer,KafkaConsumedEventsRepository,0,34,0,0,0,7,0,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.messaging.kafka.consumer,DeadLetterPublisher,0,26,0,0,0,8,0,3,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.ai,FakeModelAdapter,23,140,4,11,5,31,5,13,1,9
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.ai,GroqModelAdapter,37,153,12,26,8,32,12,13,1,5
llm-service,ar.edu.utn.frc.tup.piv.llm.infrastructure.ai,FakeEmbeddingAdapter,12,107,3,9,4,19,5,8,2,5
llm-service,ar.edu.utn.frc.tup.piv.llm.domain.evaluation,CalibrationMigrationPreview,0,9,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.domain.evaluation,PendingEvaluation,0,24,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.domain.evaluation,ActiveCalibration,0,12,0,0,0,1,0,1,0,1
llm-service,ar.edu.utn.frc.tup.piv.llm.domain.evaluation,AttemptScore,7,116,4,12,1,19,4,7,0,3
llm-service,ar.edu.utn.frc.tup.piv.llm.domain.evaluation,ChallengeAssignment,1,18,1,1,0,2,1,2,0,2
llm-service,ar.edu.utn.frc.tup.piv.llm.domain.calibration,CalibrationRun,0,50,0,0,0,3,0,2,0,2
